pokedex_entry,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed
471,Glaceon,Sinnoh,4,Normal,Fresh Snow Pokémon,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,65,60,110,130,95,65
472,Gliscor,Sinnoh,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95
473,Mamoswine,Sinnoh,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80
474,Porygon-Z,Sinnoh,4,Normal,Virtual Pokémon,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,85,80,70,135,75,90
475,Gallade,Sinnoh,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,68,125,65,65,115,80
475,Mega Gallade,Sinnoh,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,68,165,95,65,115,110
476,Probopass,Sinnoh,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40
477,Dusknoir,Sinnoh,4,Normal,Gripper Pokémon,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,45,100,135,65,135,45
478,Froslass,Sinnoh,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,70,80,70,80,70,110
479,Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,,,50,50,77,95,77,91
479,Heat Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,,,50,65,107,105,107,86
479,Wash Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,,,50,65,107,105,107,86
479,Frost Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,,,50,65,107,105,107,86
479,Fan Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,,,50,65,107,105,107,86
479,Mow Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,,,50,65,107,105,107,86
480,Uxie,Sinnoh,4,Sub Legendary,Knowledge Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,75,75,130,75,130,95
481,Mesprit,Sinnoh,4,Sub Legendary,Emotion Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,80,105,105,105,105,80
482,Azelf,Sinnoh,4,Sub Legendary,Willpower Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,75,125,70,125,70,115
483,Dialga,Sinnoh,4,Legendary,Temporal Pokémon,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,100,120,120,150,100,90
484,Palkia,Sinnoh,4,Legendary,Spatial Pokémon,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,90,120,100,150,120,100
485,Heatran,Sinnoh,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,91,90,106,130,106,77
486,Regigigas,Sinnoh,4,Sub Legendary,Colossal Pokémon,1,Normal,,3.7,420,1,Slow Start,,,110,160,110,80,110,100
487,Giratina Altered Forme,Sinnoh,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,150,100,120,100,120,90
487,Giratina Origin Forme,Sinnoh,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,6.9,650,1,Levitate,,,150,120,100,120,100,90
488,Cresselia,Sinnoh,4,Sub Legendary,Lunar Pokémon,1,Psychic,,1.5,85.6,1,Levitate,,,120,70,120,75,130,85
489,Phione,Sinnoh,4,Mythical,Sea Drifter Pokémon,1,Water,,0.4,3.1,1,Hydration,,,80,80,80,80,80,80
490,Manaphy,Sinnoh,4,Mythical,Seafaring Pokémon,1,Water,,0.3,1.4,1,Hydration,,,100,100,100,100,100,100
491,Darkrai,Sinnoh,4,Mythical,Pitch-Black Pokémon,1,Dark,,1.5,50.5,1,Bad Dreams,,,70,90,90,135,90,125
492,Shaymin Land Forme,Sinnoh,4,Mythical,Gratitude Pokémon,1,Grass,,0.2,2.1,1,Natural Cure,,,100,100,100,100,100,100
492,Shaymin Sky Forme,Sinnoh,4,Mythical,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,100,103,75,120,75,127
493,Arceus,Sinnoh,4,Mythical,Alpha Pokémon,1,Normal,,3.2,320,1,Multitype,,,120,120,120,120,120,120
494,Victini,Unova,5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4,1,Victory Star,,,100,100,100,100,100,100
495,Snivy,Unova,5,Normal,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,45,45,55,45,55,63
496,Servine,Unova,5,Normal,Grass Snake Pokémon,1,Grass,,0.8,16,2,Overgrow,,Contrary,60,60,75,60,75,83
497,Serperior,Unova,5,Normal,Regal Pokémon,1,Grass,,3.3,63,2,Overgrow,,Contrary,75,75,95,75,95,113
498,Tepig,Unova,5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,65,63,45,45,45,45
499,Pignite,Unova,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,90,93,55,70,55,55
500,Emboar,Unova,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,110,123,65,100,65,65
501,Oshawott,Unova,5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,55,55,45,63,45,45
502,Dewott,Unova,5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,75,75,60,83,60,60
503,Samurott,Unova,5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,95,100,85,108,70,70
504,Patrat,Unova,5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,45,55,39,35,39,42
505,Watchog,Unova,5,Normal,Lookout Pokémon,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77
506,Lillipup,Unova,5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55
507,Herdier,Unova,5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60
508,Stoutland,Unova,5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80
509,Purrloin,Unova,5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,41,50,37,50,37,66
510,Liepard,Unova,5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,64,88,50,88,50,106
511,Pansage,Unova,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,50,53,48,53,48,64
512,Simisage,Unova,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,75,98,63,98,63,101
513,Pansear,Unova,5,Normal,High Temp Pokémon,1,Fire,,0.6,11,2,Gluttony,,Blaze,50,53,48,53,48,64
514,Simisear,Unova,5,Normal,Ember Pokémon,1,Fire,,1,28,2,Gluttony,,Blaze,75,98,63,98,63,101
515,Panpour,Unova,5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,50,53,48,53,48,64
516,Simipour,Unova,5,Normal,Geyser Pokémon,1,Water,,1,29,2,Gluttony,,Torrent,75,98,63,98,63,101
517,Munna,Unova,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24
518,Musharna,Unova,5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29
519,Pidove,Unova,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43
520,Tranquill,Unova,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65
521,Unfezant,Unova,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93
522,Blitzle,Unova,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76
523,Zebstrika,Unova,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116
524,Roggenrola,Unova,5,Normal,Mantle Pokémon,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15
525,Boldore,Unova,5,Normal,Ore Pokémon,1,Rock,,0.9,102,3,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20
526,Gigalith,Unova,5,Normal,Compressed Pokémon,1,Rock,,1.7,260,3,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25
527,Woobat,Unova,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,65,45,43,55,43,72
528,Swoobat,Unova,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,67,57,55,77,55,114
529,Drilbur,Unova,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68
530,Excadrill,Unova,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88
531,Audino,Unova,5,Normal,Hearing Pokémon,1,Normal,,1.1,31,3,Healer,Regenerator,Klutz,103,60,86,60,86,50
531,Mega Audino,Unova,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32,1,Healer,,,103,60,126,80,126,50
532,Timburr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35
533,Gurdurr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40,3,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40
534,Conkeldurr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87,3,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45
535,Tympole,Unova,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64
536,Palpitoad,Unova,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17,3,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69
537,Seismitoad,Unova,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74
538,Throh,Unova,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45
539,Sawk,Unova,5,Normal,Karate Pokémon,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85
540,Sewaddle,Unova,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42
541,Swadloon,Unova,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42
542,Leavanny,Unova,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92
543,Venipede,Unova,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57
544,Whirlipede,Unova,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47
545,Scolipede,Unova,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112
546,Cottonee,Unova,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66
547,Whimsicott,Unova,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116
548,Petilil,Unova,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30
549,Lilligant,Unova,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90
550,Basculin Red-Striped Form,Unova,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98
550,Basculin Blue-Striped Form,Unova,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98
551,Sandile,Unova,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,50,72,35,35,35,65
552,Krokorok,Unova,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,60,82,45,45,45,74
553,Krookodile,Unova,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92
554,Darumaka,Unova,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,70,90,45,15,45,50
554,Galarian Darumaka,Unova,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40,2,Hustle,,Inner Focus,70,90,45,15,45,50
555,Darmanitan Standard Mode,Unova,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,105,140,55,30,55,95
555,Darmanitan Zen Mode,Unova,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,105,30,105,140,105,55
555,Darmanitan Galarian Standard Mode,Unova,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,105,140,55,30,55,95
555,Darmanitan Galarian Zen Mode,Unova,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,105,160,55,30,55,135
556,Maractus,Unova,5,Normal,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60
557,Dwebble,Unova,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55
558,Crustle,Unova,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45
559,Scraggy,Unova,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48
560,Scrafty,Unova,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58
561,Sigilyph,Unova,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97
562,Yamask,Unova,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,38,30,85,55,65,30
562,Galarian Yamask,Unova,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,38,55,85,30,65,30
563,Cofagrigus,Unova,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,58,50,145,95,105,30
564,Tirtouga,Unova,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22
565,Carracosta,Unova,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32
566,Archen,Unova,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,55,112,45,74,45,70
567,Archeops,Unova,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,,,75,140,65,112,65,110
568,Trubbish,Unova,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65
569,Garbodor,Unova,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75
570,Zorua,Unova,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,40,65,40,80,40,65
571,Zoroark,Unova,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,60,105,60,120,60,105
572,Minccino,Unova,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,55,50,40,40,40,75
573,Cinccino,Unova,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,75,95,60,65,60,115
574,Gothita,Unova,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45
575,Gothorita,Unova,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55
576,Gothitelle,Unova,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65
577,Solosis,Unova,5,Normal,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20
578,Duosion,Unova,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30
579,Reuniclus,Unova,5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30
580,Ducklett,Unova,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55
581,Swanna,Unova,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98
582,Vanillite,Unova,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44
583,Vanillish,Unova,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59
584,Vanilluxe,Unova,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79
585,Deerling,Unova,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75
586,Sawsbuck,Unova,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95
587,Emolga,Unova,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,55,75,60,75,60,103
588,Karrablast,Unova,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,50,75,45,40,45,60
589,Escavalier,Unova,5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20
590,Foongus,Unova,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,69,55,45,55,55,15
591,Amoonguss,Unova,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,114,85,70,85,80,30
592,Frillish,Unova,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40
593,Jellicent,Unova,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60
594,Alomomola,Unova,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,165,75,80,40,45,65
595,Joltik,Unova,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65
596,Galvantula,Unova,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108
597,Ferroseed,Unova,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,44,50,91,24,86,10
598,Ferrothorn,Unova,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,74,94,131,54,116,20
599,Klink,Unova,5,Normal,Gear Pokémon,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,40,55,70,45,60,30
600,Klang,Unova,5,Normal,Gear Pokémon,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,60,80,95,70,85,50
601,Klinklang,Unova,5,Normal,Gear Pokémon,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,60,100,115,70,85,90
602,Tynamo,Unova,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,35,55,40,45,40,60
603,Eelektrik,Unova,5,Normal,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,,,65,85,70,75,70,40
604,Eelektross,Unova,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,85,115,80,105,80,50
605,Elgyem,Unova,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,55,55,55,85,55,30
606,Beheeyem,Unova,5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,75,75,75,125,95,40
607,Litwick,Unova,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20
608,Lampent,Unova,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55
609,Chandelure,Unova,5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80
610,Axew,Unova,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57
611,Fraxure,Unova,5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67
612,Haxorus,Unova,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97
613,Cubchoo,Unova,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40
614,Beartic,Unova,5,Normal,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50
615,Cryogonal,Unova,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,,,80,50,50,95,135,105
616,Shelmet,Unova,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25
617,Accelgor,Unova,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145
618,Stunfisk,Unova,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,109,66,84,81,99,32
618,Galarian Stunfisk,Unova,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,,,109,81,99,66,84,32
619,Mienfoo,Unova,5,Normal,Martial Arts Pokémon,1,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65
620,Mienshao,Unova,5,Normal,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105
621,Druddigon,Unova,5,Normal,Cave Pokémon,1,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48
622,Golett,Unova,5,Normal,Automaton Pokémon,2,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,59,74,50,35,50,35
623,Golurk,Unova,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,89,124,80,55,80,55
624,Pawniard,Unova,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,45,85,70,40,40,60
625,Bisharp,Unova,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70,3,Defiant,Inner Focus,Pressure,65,125,100,60,70,70
626,Bouffalant,Unova,5,Normal,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55
627,Rufflet,Unova,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60
628,Braviary,Unova,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41,3,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80
629,Vullaby,Unova,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9,3,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60
630,Mandibuzz,Unova,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80
631,Heatmor,Unova,5,Normal,Anteater Pokémon,1,Fire,,1.4,58,3,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65
632,Durant,Unova,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33,3,Swarm,Hustle,Truant,58,109,112,48,48,109
633,Deino,Unova,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,52,65,50,45,50,38
634,Zweilous,Unova,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50,1,Hustle,,,72,85,70,65,70,58
635,Hydreigon,Unova,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160,1,Levitate,,,92,105,90,125,90,98
636,Larvesta,Unova,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,55,85,55,50,55,60
637,Volcarona,Unova,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46,2,Flame Body,,Swarm,85,60,65,135,105,100
638,Cobalion,Unova,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250,1,Justified,,,91,90,129,90,72,108
639,Terrakion,Unova,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260,1,Justified,,,91,129,90,72,90,108
640,Virizion,Unova,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2,200,1,Justified,,,91,90,72,90,129,108
