pokedex_number,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
344,Claydol,Hoenn,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108,1,Levitate,,,500,60,70,105,70,120,75,90,70,175,Medium Fast,1,Mineral,,,20
345,Lileep,Hoenn,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,45,70,71,Erratic,1,Water 3,,87.5,30
346,Cradily,Hoenn,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,45,70,173,Erratic,1,Water 3,,87.5,30
347,Anorith,Hoenn,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,45,70,71,Erratic,1,Water 3,,87.5,30
348,Armaldo,Hoenn,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,45,70,173,Erratic,1,Water 3,,87.5,30
349,Feebas,Hoenn,3,Normal,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255,70,40,Erratic,2,Dragon,Water 1,50,20
350,Milotic,Hoenn,3,Normal,Tender Pokémon,1,Water,,6.2,162,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60,70,189,Erratic,2,Dragon,Water 1,50,20
351,Castform,Hoenn,3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25
351,Castform Sunny Form,Hoenn,3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25
351,Castform Rainy Form,Hoenn,3,Normal,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25
351,Castform Snowy Form,Hoenn,3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25
352,Kecleon,Hoenn,3,Normal,Color Swap Pokémon,1,Normal,,1,22,2,Color Change,,Protean,440,60,90,70,60,120,40,200,70,154,Medium Slow,1,Field,,50,20
353,Shuppet,Hoenn,3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225,35,59,Fast,1,Amorphous,,50,25
354,Banette,Hoenn,3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45,35,159,Fast,1,Amorphous,,50,25
354,Mega Banette,Hoenn,3,Normal,Marionette Pokémon,1,Ghost,,1.2,13,1,Prankster,,,555,64,165,75,93,83,75,45,35,194,Fast,1,Amorphous,,50,25
355,Duskull,Hoenn,3,Normal,Requiem Pokémon,1,Ghost,,0.8,15,2,Levitate,,Frisk,295,20,40,90,30,90,25,190,35,59,Fast,1,Amorphous,,50,25
356,Dusclops,Hoenn,3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,90,35,159,Fast,1,Amorphous,,50,25
357,Tropius,Hoenn,3,Normal,Fruit Pokémon,2,Grass,Flying,2,100,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200,70,161,Slow,2,Grass,Monster,50,25
358,Chimecho,Hoenn,3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1,1,Levitate,,,455,75,50,80,95,90,65,45,70,159,Fast,1,Amorphous,,50,25
359,Absol,Hoenn,3,Normal,Disaster Pokémon,1,Dark,,1.2,47,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30,35,163,Medium Slow,1,Field,,50,25
359,Mega Absol,Hoenn,3,Normal,Disaster Pokémon,1,Dark,,1.2,49,1,Magic Bounce,,,565,65,150,60,115,60,115,30,35,198,Medium Slow,1,Field,,50,25
360,Wynaut,Hoenn,3,Normal,Bright Pokémon,1,Psychic,,0.6,14,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,125,70,52,Medium Fast,1,Undiscovered,,50,20
361,Snorunt,Hoenn,3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190,70,60,Medium Fast,2,Fairy,Mineral,50,20
362,Glalie,Hoenn,3,Normal,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75,70,168,Medium Fast,2,Fairy,Mineral,50,20
362,Mega Glalie,Hoenn,3,Normal,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,75,70,203,Medium Fast,2,Fairy,Mineral,50,20
363,Spheal,Hoenn,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,255,70,58,Medium Slow,2,Field,Water 1,50,20
364,Sealeo,Hoenn,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,120,70,144,Medium Slow,2,Field,Water 1,50,20
365,Walrein,Hoenn,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,45,70,239,Medium Slow,2,Field,Water 1,50,20
366,Clamperl,Hoenn,3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,255,70,69,Erratic,1,Water 1,,50,20
367,Huntail,Hoenn,3,Normal,Deep Sea Pokémon,1,Water,,1.7,27,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,60,70,170,Erratic,1,Water 1,,50,20
368,Gorebyss,Hoenn,3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,60,70,170,Erratic,1,Water 1,,50,20
369,Relicanth,Hoenn,3,Normal,Longevity Pokémon,2,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,25,70,170,Slow,2,Water 1,Water 2,87.5,40
370,Luvdisc,Hoenn,3,Normal,Rendezvous Pokémon,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,40,65,97,225,70,116,Fast,1,Water 2,,25,20
371,Bagon,Hoenn,3,Normal,Rock Head Pokémon,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,40,30,50,45,35,60,Slow,1,Dragon,,50,40
372,Shelgon,Hoenn,3,Normal,Endurance Pokémon,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420,65,95,100,60,50,50,45,35,147,Slow,1,Dragon,,50,40
373,Salamence,Hoenn,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600,95,135,80,110,80,100,45,35,270,Slow,1,Dragon,,50,40
373,Mega Salamence,Hoenn,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,700,95,145,130,120,90,120,45,35,315,Slow,1,Dragon,,50,40
374,Beldum,Hoenn,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300,40,55,80,35,60,30,3,35,60,Slow,1,Mineral,,,40
375,Metang,Hoenn,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420,60,75,100,55,80,50,3,35,147,Slow,1,Mineral,,,40
376,Metagross,Hoenn,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550,2,Clear Body,,Light Metal,600,80,135,130,95,90,70,3,35,270,Slow,1,Mineral,,,40
376,Mega Metagross,Hoenn,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700,80,145,150,105,110,110,3,35,315,Slow,1,Mineral,,,40
377,Regirock,Hoenn,3,Sub Legendary,Rock Peak Pokémon,1,Rock,,1.7,230,2,Clear Body,,Sturdy,580,80,100,200,50,100,50,3,35,261,Slow,1,Undiscovered,,,80
378,Regice,Hoenn,3,Sub Legendary,Iceberg Pokémon,1,Ice,,1.8,175,2,Clear Body,,Ice Body,580,80,50,100,100,200,50,3,35,261,Slow,1,Undiscovered,,,80
379,Registeel,Hoenn,3,Sub Legendary,Iron Pokémon,1,Steel,,1.9,205,2,Clear Body,,Light Metal,580,80,75,150,75,150,50,3,35,261,Slow,1,Undiscovered,,,80
380,Latias,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.4,40,1,Levitate,,,600,80,80,90,110,130,110,3,90,270,Slow,1,Undiscovered,,0,120
380,Mega Latias,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.8,52,1,Levitate,,,700,80,100,120,140,150,110,3,90,315,Slow,1,Undiscovered,,0,120
381,Latios,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2,60,1,Levitate,,,600,80,90,80,130,110,110,3,90,270,Slow,1,Undiscovered,,100,120
381,Mega Latios,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.3,70,1,Levitate,,,700,80,130,100,160,120,110,3,90,315,Slow,1,Undiscovered,,100,120
382,Kyogre,Hoenn,3,Legendary,Sea Basin Pokémon,1,Water,,4.5,352,1,Drizzle,,,670,100,100,90,150,140,90,3,0,302,Slow,1,Undiscovered,,,120
382,Primal Kyogre,Hoenn,3,Legendary,Sea Basin Pokémon,1,Water,,9.8,430,1,Primordial Sea,,,770,100,150,90,180,160,90,5,0,347,Slow,1,Undiscovered,,,120
383,Groudon,Hoenn,3,Legendary,Continent Pokémon,1,Ground,,3.5,950,1,Drought,,,670,100,150,140,100,90,90,3,0,302,Slow,1,Undiscovered,,,120
383,Primal Groudon,Hoenn,3,Legendary,Continent Pokémon,2,Ground,Fire,5,999.7,1,Desolate Land,,,770,100,180,160,150,90,90,5,0,347,Slow,1,Undiscovered,,,120
384,Rayquaza,Hoenn,3,Legendary,Sky High Pokémon,2,Dragon,Flying,7,206.5,1,Air Lock,,,680,105,150,90,150,90,95,45,0,306,Slow,1,Undiscovered,,,120
384,Mega Rayquaza,Hoenn,3,Legendary,Sky High Pokémon,2,Dragon,Flying,10.8,392,1,Delta Stream,,,780,105,180,100,180,100,115,3,0,351,Slow,1,Undiscovered,,,120
385,Jirachi,Hoenn,3,Mythical,Wish Pokémon,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,600,100,100,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120
386,Deoxys Normal Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,150,50,150,50,150,3,0,270,Slow,1,Undiscovered,,,120
386,Deoxys Attack Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,180,20,180,20,150,3,0,270,Slow,1,Undiscovered,,,120
386,Deoxys Defense Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,70,160,70,160,90,3,0,270,Slow,1,Undiscovered,,,120
386,Deoxys Speed Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,95,90,95,90,180,3,0,270,Slow,1,Undiscovered,,,120
387,Turtwig,Sinnoh,4,Normal,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318,55,68,64,45,55,31,45,70,64,Medium Slow,2,Grass,Monster,87.5,20
388,Grotle,Sinnoh,4,Normal,Grove Pokémon,1,Grass,,1.1,97,2,Overgrow,,Shell Armor,405,75,89,85,55,65,36,45,70,142,Medium Slow,2,Grass,Monster,87.5,20
389,Torterra,Sinnoh,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310,2,Overgrow,,Shell Armor,525,95,109,105,75,85,56,45,70,236,Medium Slow,2,Grass,Monster,87.5,20
390,Chimchar,Sinnoh,4,Normal,Chimp Pokémon,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309,44,58,44,58,44,61,45,70,62,Medium Slow,2,Field,Human-Like,87.5,20
391,Monferno,Sinnoh,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22,2,Blaze,,Iron Fist,405,64,78,52,78,52,81,45,70,142,Medium Slow,2,Field,Human-Like,87.5,20
392,Infernape,Sinnoh,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55,2,Blaze,,Iron Fist,534,76,104,71,104,71,108,45,70,240,Medium Slow,2,Field,Human-Like,87.5,20
393,Piplup,Sinnoh,4,Normal,Penguin Pokémon,1,Water,,0.4,5.2,2,Torrent,,Defiant,314,53,51,53,61,56,40,45,70,63,Medium Slow,2,Field,Water 1,87.5,20
394,Prinplup,Sinnoh,4,Normal,Penguin Pokémon,1,Water,,0.8,23,2,Torrent,,Defiant,405,64,66,68,81,76,50,45,70,142,Medium Slow,2,Field,Water 1,87.5,20
395,Empoleon,Sinnoh,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,530,84,86,88,111,101,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,20
396,Starly,Sinnoh,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2,2,Keen Eye,,Reckless,245,40,55,30,30,30,60,255,70,49,Medium Slow,1,Flying,,50,15
397,Staravia,Sinnoh,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,340,55,75,50,40,40,80,120,70,119,Medium Slow,1,Flying,,50,15
398,Staraptor,Sinnoh,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,485,85,120,70,50,60,100,45,70,218,Medium Slow,1,Flying,,50,15
399,Bidoof,Sinnoh,4,Normal,Plump Mouse Pokémon,1,Normal,,0.5,20,3,Simple,Unaware,Moody,250,59,45,40,35,40,31,255,70,50,Medium Fast,2,Field,Water 1,50,15
400,Bibarel,Sinnoh,4,Normal,Beaver Pokémon,2,Normal,Water,1,31.5,3,Simple,Unaware,Moody,410,79,85,60,55,60,71,127,70,144,Medium Fast,2,Field,Water 1,50,15
401,Kricketot,Sinnoh,4,Normal,Cricket Pokémon,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,194,37,25,41,25,41,25,255,70,39,Medium Slow,1,Bug,,50,15
402,Kricketune,Sinnoh,4,Normal,Cricket Pokémon,1,Bug,,1,25.5,2,Swarm,,Technician,384,77,85,51,55,51,65,45,70,134,Medium Slow,1,Bug,,50,15
403,Shinx,Sinnoh,4,Normal,Flash Pokémon,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,263,45,65,34,40,34,45,235,70,53,Medium Slow,1,Field,,50,20
404,Luxio,Sinnoh,4,Normal,Spark Pokémon,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,363,60,85,49,60,49,60,120,100,127,Medium Slow,1,Field,,50,20
405,Luxray,Sinnoh,4,Normal,Gleam Eyes Pokémon,1,Electric,,1.4,42,3,Rivalry,Intimidate,Guts,523,80,120,79,95,79,70,45,70,235,Medium Slow,1,Field,,50,20
406,Budew,Sinnoh,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,50,70,55,255,70,56,Medium Slow,1,Undiscovered,,50,20
407,Roserade,Sinnoh,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,75,70,232,Medium Slow,2,Fairy,Grass,50,20
408,Cranidos,Sinnoh,4,Normal,Head Butt Pokémon,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350,67,125,40,30,30,58,45,70,70,Erratic,1,Monster,,87.5,30
409,Rampardos,Sinnoh,4,Normal,Head Butt Pokémon,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495,97,165,60,65,50,58,45,70,173,Erratic,1,Monster,,87.5,30
410,Shieldon,Sinnoh,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57,2,Sturdy,,Soundproof,350,30,42,118,42,88,30,45,70,70,Erratic,1,Monster,,87.5,30
411,Bastiodon,Sinnoh,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495,60,52,168,47,138,30,45,70,173,Erratic,1,Monster,,87.5,30
412,Burmy,Sinnoh,4,Normal,Bagworm Pokémon,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224,40,29,45,29,45,36,120,70,45,Medium Fast,1,Bug,,50,15
413,Wormadam Plant Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424,60,59,85,79,105,36,45,70,148,Medium Fast,1,Bug,,0,15
413,Wormadam Sandy Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424,60,79,105,59,85,36,45,70,148,Medium Fast,1,Bug,,0,15
413,Wormadam Trash Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424,60,69,95,69,95,36,45,70,148,Medium Fast,1,Bug,,0,15
414,Mothim,Sinnoh,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424,70,94,50,94,50,66,45,70,148,Medium Fast,1,Bug,,100,15
415,Combee,Sinnoh,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244,30,30,42,30,42,70,120,70,49,Medium Slow,1,Bug,,87.5,15
416,Vespiquen,Sinnoh,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474,70,80,102,80,102,40,45,70,166,Medium Slow,1,Bug,,0,15
417,Pachirisu,Sinnoh,4,Normal,EleSquirrel Pokémon,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,200,100,142,Medium Fast,2,Fairy,Field,50,10
418,Buizel,Sinnoh,4,Normal,Sea Weasel Pokémon,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330,55,65,35,60,30,85,190,70,66,Medium Fast,2,Field,Water 1,50,20
419,Floatzel,Sinnoh,4,Normal,Sea Weasel Pokémon,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495,85,105,55,85,50,115,75,70,173,Medium Fast,2,Field,Water 1,50,20
420,Cherubi,Sinnoh,4,Normal,Cherry Pokémon,1,Grass,,0.4,3.3,1,Chlorophyll,,,275,45,35,45,62,53,35,190,70,55,Medium Fast,2,Fairy,Grass,50,20
421,Cherrim,Sinnoh,4,Normal,Blossom Pokémon,1,Grass,,0.5,9.3,1,Flower Gift,,,450,70,60,70,87,78,85,75,70,158,Medium Fast,2,Fairy,Grass,50,20
422,Shellos,Sinnoh,4,Normal,Sea Slug Pokémon,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,190,70,65,Medium Fast,2,Amorphous,Water 1,50,20
423,Gastrodon,Sinnoh,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,75,70,166,Medium Fast,2,Amorphous,Water 1,50,20
424,Ambipom,Sinnoh,4,Normal,Long Tail Pokémon,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,45,100,169,Fast,1,Field,,50,20
425,Drifloon,Sinnoh,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,125,70,70,Fluctuating,1,Amorphous,,50,30
426,Drifblim,Sinnoh,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15,3,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,60,70,174,Fluctuating,1,Amorphous,,50,30
427,Buneary,Sinnoh,4,Normal,Rabbit Pokémon,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350,55,66,44,44,56,85,190,0,70,Medium Fast,2,Field,Human-Like,50,20
428,Lopunny,Sinnoh,4,Normal,Rabbit Pokémon,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,60,140,168,Medium Fast,2,Field,Human-Like,50,20
428,Mega Lopunny,Sinnoh,4,Normal,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580,65,136,94,54,96,135,60,140,203,Medium Fast,2,Field,Human-Like,50,20
429,Mismagius,Sinnoh,4,Normal,Magical Pokémon,1,Ghost,,0.9,4.4,1,Levitate,,,495,60,60,60,105,105,105,45,35,173,Fast,1,Amorphous,,50,25
430,Honchkrow,Sinnoh,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,30,35,177,Medium Slow,1,Flying,,50,20
431,Glameow,Sinnoh,4,Normal,Catty Pokémon,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310,49,55,42,42,37,85,190,70,62,Fast,1,Field,,25,20
432,Purugly,Sinnoh,4,Normal,Tiger Cat Pokémon,1,Normal,,1,43.8,3,Thick Fat,Own Tempo,Defiant,452,71,82,64,64,59,112,75,70,158,Fast,1,Field,,25,20
433,Chingling,Sinnoh,4,Normal,Bell Pokémon,1,Psychic,,0.2,0.6,1,Levitate,,,285,45,30,50,65,50,45,120,70,57,Fast,1,Undiscovered,,50,25
434,Stunky,Sinnoh,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329,63,63,47,41,41,74,225,70,66,Medium Fast,1,Field,,50,20
435,Skuntank,Sinnoh,4,Normal,Skunk Pokémon,2,Poison,Dark,1,38,3,Stench,Aftermath,Keen Eye,479,103,93,67,71,61,84,60,70,168,Medium Fast,1,Field,,50,20
436,Bronzor,Sinnoh,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300,57,24,86,24,86,23,255,70,60,Medium Fast,1,Mineral,,,20
437,Bronzong,Sinnoh,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187,3,Levitate,Heatproof,Heavy Metal,500,67,89,116,79,116,33,90,70,175,Medium Fast,1,Mineral,,,20
438,Bonsly,Sinnoh,4,Normal,Bonsai Pokémon,1,Rock,,0.5,15,3,Sturdy,Rock Head,Rattled,290,50,80,95,10,45,10,255,70,58,Medium Fast,1,Undiscovered,,50,20
439,Mime Jr.,Sinnoh,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13,3,Soundproof,Filter,Technician,310,20,25,45,70,90,60,145,70,62,Medium Fast,1,Undiscovered,,50,25
440,Happiny,Sinnoh,4,Normal,Playhouse Pokémon,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,15,65,30,130,140,110,Fast,1,Undiscovered,,0,40
441,Chatot,Sinnoh,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,92,42,91,30,35,144,Medium Slow,1,Flying,,50,20
442,Spiritomb,Sinnoh,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1,108,2,Pressure,,Infiltrator,485,50,92,108,92,108,35,100,70,170,Medium Fast,1,Amorphous,,50,30
443,Gible,Sinnoh,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300,58,70,45,40,45,42,45,70,60,Slow,2,Dragon,Monster,50,40
444,Gabite,Sinnoh,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56,2,Sand Veil,,Rough Skin,410,68,90,65,50,55,82,45,70,144,Slow,2,Dragon,Monster,50,40
445,Garchomp,Sinnoh,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,2,Sand Veil,,Rough Skin,600,108,130,95,80,85,102,45,70,270,Slow,2,Dragon,Monster,50,40
445,Mega Garchomp,Sinnoh,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,1,Sand Force,,,700,108,170,115,120,95,92,45,70,315,Slow,2,Dragon,Monster,50,40
446,Munchlax,Sinnoh,4,Normal,Big Eater Pokémon,1,Normal,,0.6,105,3,Pickup,Thick Fat,Gluttony,390,135,85,40,40,85,5,50,70,78,Slow,1,Undiscovered,,87.5,40
447,Riolu,Sinnoh,4,Normal,Emanation Pokémon,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285,40,70,40,35,40,60,75,70,57,Medium Slow,1,Undiscovered,,87.5,25
448,Lucario,Sinnoh,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54,3,Steadfast,Inner Focus,Justified,525,70,110,70,115,70,90,45,70,184,Medium Slow,2,Field,Human-Like,87.5,25
448,Mega Lucario,Sinnoh,4,Normal,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625,70,145,88,140,70,112,45,70,219,Medium Slow,2,Field,Human-Like,87.5,25
449,Hippopotas,Sinnoh,4,Normal,Hippo Pokémon,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330,68,72,78,38,42,32,140,70,66,Slow,1,Field,,50,30
450,Hippowdon,Sinnoh,4,Normal,Heavyweight Pokémon,1,Ground,,2,300,2,Sand Stream,,Sand Force,525,108,112,118,68,72,47,60,70,184,Slow,1,Field,,50,30
451,Skorupi,Sinnoh,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12,3,Battle Armor,Sniper,Keen Eye,330,40,50,90,30,55,65,120,70,66,Slow,2,Bug,Water 3,50,20
452,Drapion,Sinnoh,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500,70,90,110,60,75,95,45,70,175,Slow,2,Bug,Water 3,50,20
453,Croagunk,Sinnoh,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23,3,Anticipation,Dry Skin,Poison Touch,300,48,61,40,61,40,50,140,100,60,Medium Fast,1,Human-Like,,50,10
454,Toxicroak,Sinnoh,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490,83,106,65,86,65,85,75,70,172,Medium Fast,1,Human-Like,,50,20
455,Carnivine,Sinnoh,4,Normal,Bug Catcher Pokémon,1,Grass,,1.4,27,1,Levitate,,,454,74,100,72,90,72,46,200,70,159,Slow,1,Grass,,50,25
456,Finneon,Sinnoh,4,Normal,Wing Fish Pokémon,1,Water,,0.4,7,3,Swift Swim,Storm Drain,Water Veil,330,49,49,56,49,61,66,190,70,66,Erratic,1,Water 2,,50,20
457,Lumineon,Sinnoh,4,Normal,Neon Pokémon,1,Water,,1.2,24,3,Swift Swim,Storm Drain,Water Veil,460,69,69,76,69,86,91,75,70,161,Erratic,1,Water 2,,50,20
458,Mantyke,Sinnoh,4,Normal,Kite Pokémon,2,Water,Flying,1,65,3,Swift Swim,Water Absorb,Water Veil,345,45,20,50,60,120,50,25,70,69,Slow,1,Undiscovered,,50,25
